s209.ctg000210l	salade_I_fev__hifi_reads_bin.full.100
s963.ctg000964l	salade_I_fev__hifi_reads_bin.full.100
s1143.ctg001144l	salade_I_fev__hifi_reads_bin.full.100
s1822.ctg001823l	salade_I_fev__hifi_reads_bin.full.100
s2336.ctg002337l	salade_I_fev__hifi_reads_bin.full.100
s2764.ctg002765l	salade_I_fev__hifi_reads_bin.full.100
s2985.ctg002987l	salade_I_fev__hifi_reads_bin.full.100
s3317.ctg003319l	salade_I_fev__hifi_reads_bin.full.100
s5051.ctg005053l	salade_I_fev__hifi_reads_bin.full.100
s5103.ctg005105l	salade_I_fev__hifi_reads_bin.full.100
s6491.ctg006493l	salade_I_fev__hifi_reads_bin.full.100
s6619.ctg006621l	salade_I_fev__hifi_reads_bin.full.100
s7631.ctg007634l	salade_I_fev__hifi_reads_bin.full.100
s7906.ctg007909l	salade_I_fev__hifi_reads_bin.full.100
s8395.ctg008398l	salade_I_fev__hifi_reads_bin.full.100
s8504.ctg008507l	salade_I_fev__hifi_reads_bin.full.100
s9316.ctg009319l	salade_I_fev__hifi_reads_bin.full.100
s9696.ctg009699l	salade_I_fev__hifi_reads_bin.full.100
s9843.ctg009846l	salade_I_fev__hifi_reads_bin.full.100
s10203.ctg010206l	salade_I_fev__hifi_reads_bin.full.100
s10727.ctg010730l	salade_I_fev__hifi_reads_bin.full.100
s12925.ctg012928l	salade_I_fev__hifi_reads_bin.full.100
s13718.ctg013723l	salade_I_fev__hifi_reads_bin.full.100
s15737.ctg015745l	salade_I_fev__hifi_reads_bin.full.100
s17267.ctg017276l	salade_I_fev__hifi_reads_bin.full.100
s17322.ctg017331l	salade_I_fev__hifi_reads_bin.full.100
s18018.ctg018027l	salade_I_fev__hifi_reads_bin.full.100
s18085.ctg018094l	salade_I_fev__hifi_reads_bin.full.100
s18737.ctg018747l	salade_I_fev__hifi_reads_bin.full.100
s19469.ctg019479l	salade_I_fev__hifi_reads_bin.full.100
s19887.ctg019897l	salade_I_fev__hifi_reads_bin.full.100
s20078.ctg020088l	salade_I_fev__hifi_reads_bin.full.100
s20501.ctg020513l	salade_I_fev__hifi_reads_bin.full.100
s20649.ctg020663l	salade_I_fev__hifi_reads_bin.full.100
s20992.ctg021006l	salade_I_fev__hifi_reads_bin.full.100
s21370.ctg021385l	salade_I_fev__hifi_reads_bin.full.100
s22399.ctg022414l	salade_I_fev__hifi_reads_bin.full.100
s22861.ctg022877l	salade_I_fev__hifi_reads_bin.full.100
s24180.ctg024198l	salade_I_fev__hifi_reads_bin.full.100
s24361.ctg024380l	salade_I_fev__hifi_reads_bin.full.100
s25794.ctg025815l	salade_I_fev__hifi_reads_bin.full.100
s26806.ctg026827l	salade_I_fev__hifi_reads_bin.full.100
s27649.ctg027670l	salade_I_fev__hifi_reads_bin.full.100
s28599.ctg028622l	salade_I_fev__hifi_reads_bin.full.100
