contig_100	salade_I_fev__hifi_reads_bin.full.10
contig_1002	salade_I_fev__hifi_reads_bin.full.10
contig_1004	salade_I_fev__hifi_reads_bin.full.10
contig_10093	salade_I_fev__hifi_reads_bin.full.10
contig_10237	salade_I_fev__hifi_reads_bin.full.10
contig_10253	salade_I_fev__hifi_reads_bin.full.10
contig_10297	salade_I_fev__hifi_reads_bin.full.10
contig_10299	salade_I_fev__hifi_reads_bin.full.10
contig_10314	salade_I_fev__hifi_reads_bin.full.10
contig_10404	salade_I_fev__hifi_reads_bin.full.10
contig_10518	salade_I_fev__hifi_reads_bin.full.10
contig_1058	salade_I_fev__hifi_reads_bin.full.10
contig_10607	salade_I_fev__hifi_reads_bin.full.10
contig_1062	salade_I_fev__hifi_reads_bin.full.10
contig_1063	salade_I_fev__hifi_reads_bin.full.10
contig_10630	salade_I_fev__hifi_reads_bin.full.10
contig_10759	salade_I_fev__hifi_reads_bin.full.10
contig_10784	salade_I_fev__hifi_reads_bin.full.10
contig_10850	salade_I_fev__hifi_reads_bin.full.10
contig_10854	salade_I_fev__hifi_reads_bin.full.10
contig_10858	salade_I_fev__hifi_reads_bin.full.10
contig_10901	salade_I_fev__hifi_reads_bin.full.10
contig_10909	salade_I_fev__hifi_reads_bin.full.10
contig_10947	salade_I_fev__hifi_reads_bin.full.10
contig_1108	salade_I_fev__hifi_reads_bin.full.10
contig_11080	salade_I_fev__hifi_reads_bin.full.10
contig_11183	salade_I_fev__hifi_reads_bin.full.10
contig_11260	salade_I_fev__hifi_reads_bin.full.10
contig_11267	salade_I_fev__hifi_reads_bin.full.10
contig_11268	salade_I_fev__hifi_reads_bin.full.10
contig_11332	salade_I_fev__hifi_reads_bin.full.10
contig_11337	salade_I_fev__hifi_reads_bin.full.10
contig_11360	salade_I_fev__hifi_reads_bin.full.10
contig_11417	salade_I_fev__hifi_reads_bin.full.10
contig_11457	salade_I_fev__hifi_reads_bin.full.10
contig_11514	salade_I_fev__hifi_reads_bin.full.10
contig_11517	salade_I_fev__hifi_reads_bin.full.10
contig_11600	salade_I_fev__hifi_reads_bin.full.10
contig_11604	salade_I_fev__hifi_reads_bin.full.10
contig_11637	salade_I_fev__hifi_reads_bin.full.10
contig_1182	salade_I_fev__hifi_reads_bin.full.10
contig_11834	salade_I_fev__hifi_reads_bin.full.10
contig_11946	salade_I_fev__hifi_reads_bin.full.10
contig_11955	salade_I_fev__hifi_reads_bin.full.10
contig_12007	salade_I_fev__hifi_reads_bin.full.10
contig_12023	salade_I_fev__hifi_reads_bin.full.10
contig_12058	salade_I_fev__hifi_reads_bin.full.10
contig_12067	salade_I_fev__hifi_reads_bin.full.10
contig_12071	salade_I_fev__hifi_reads_bin.full.10
contig_12247	salade_I_fev__hifi_reads_bin.full.10
contig_12265	salade_I_fev__hifi_reads_bin.full.10
contig_12299	salade_I_fev__hifi_reads_bin.full.10
contig_12337	salade_I_fev__hifi_reads_bin.full.10
contig_12439	salade_I_fev__hifi_reads_bin.full.10
contig_1244	salade_I_fev__hifi_reads_bin.full.10
contig_12445	salade_I_fev__hifi_reads_bin.full.10
contig_12469	salade_I_fev__hifi_reads_bin.full.10
contig_12470	salade_I_fev__hifi_reads_bin.full.10
contig_12484	salade_I_fev__hifi_reads_bin.full.10
contig_12542	salade_I_fev__hifi_reads_bin.full.10
contig_12548	salade_I_fev__hifi_reads_bin.full.10
